AttributeModifier/&AncientForestAttributeModifierBarkskinDescription	AC está configurado en 16.
Feature/&ElementalPatronFeatureSet_Level06Description	Tu conocimiento de los elementales ha aumentado hasta el punto de que ahora obtienes ventaja en las pruebas de habilidad hacia los elementales e infliges daño adicional contra los elementales igual a tu nivel de conocimiento. Ya no puedes ser hechizado o asustado por los elementales.
Feature/&ElementalPatronFeatureSet_Level06Title	Conocimiento de los elementales
Feature/&EyesoftheRuneKeeperDescription	Puedes leer todo escrito.
Feature/&EyesoftheRuneKeeperTitle	Ojos del Guardián de las Runas
Feature/&FiendishVigorTitle	Vigor diabólico
Feature/&GiftoftheEverLivingOnesDescription	Recupera el máximo número de puntos de golpe posibles de cualquier curación.
Feature/&GiftoftheEverLivingOnesTitle	Don de los Eternos
Feature/&GiftoftheProtectorsDescription	Cuando te reducen a 0 puntos de golpe pero no te matan directamente, la criatura cae mágicamente a 1 punto de golpe en su lugar. Una vez que se activa esta magia, no puedes beneficiarte de ella hasta que termines un descanso prolongado.
Feature/&GiftoftheProtectorsTitle	Don de los Protectores
Feature/&HerbalBrewDescription	Cuando finaliza un descanso prolongado, puede crear infusiones de hierbas, cada una de las cuales dura hasta el próximo descanso prolongado. Creas un total de brebajes igual a tu bonificación de competencia. Para cada infusión, elige uno de los siguientes efectos:\n<color=#add8e6ff>Brebaje fortificante</color>: otorga resistencia a diferentes tipos de daño durante 1 hora.\n<color=#add8e6ff>Brebaje vivificante</color>: proporciona 2d4 puntos de golpe.\n<color=#add8e6ff>Brebaje intoxicante</color>: actúa como veneno que se puede aplicar a un arma que dura 1 minuto. Si el golpe aterriza, el objetivo recibe 1d4 daños por veneno en cada golpe.
Feature/&HerbalBrewFeatureSetDescription	Obtienes competencia con el kit de envenenador o los kits de herboristería si aún no lo tienes.\nCuando finaliza un descanso prolongado, puede crear infusiones de hierbas, cada una de las cuales dura hasta el próximo descanso prolongado. Creas un total de brebajes igual a tu bonificación de competencia. Para cada infusión, elige uno de los siguientes efectos:\n<color=#add8e6ff>Brebaje fortificante</color>: otorga resistencia a diferentes tipos de daño durante 1 hora.\n<color=#add8e6ff>Brebaje vivificante</color>: proporciona 2d4 puntos de golpe.\n<color=#add8e6ff>Brebaje intoxicante</color>: actúa como veneno que se puede aplicar a un arma que dura 1 minuto. Si el golpe aterriza, el objetivo recibe 1d4 daños por veneno en cada golpe.
Feature/&HerbalBrewFeatureSetTitle	Elaboración de hierbas a base de hierbas
Feature/&HinderingBlastDescription	Cuando golpeas a una criatura con tu explosión sobrenatural, puedes reducir la velocidad de esa criatura en 10 pies hasta el final de tu próximo turno.
Feature/&HinderingBlastMagicAffinityDescription	cuando golpeas a una criatura con tu explosión sobrenatural, puedes reducir la velocidad de esa criatura en 10 pies hasta el final de tu próximo turno.
Feature/&HinderingBlastMagicAffinityTitle	Explosión obstaculizadora
Feature/&HinderingBlastTitle	Explosión obstaculizadora
Feature/&ImprovedPactWeaponDescription	Puedes usar cualquier arma como foco de lanzamiento de hechizos para tus hechizos de brujo. Además, el arma obtiene una bonificación de +1 a sus tiradas de ataque y daño.
Feature/&ImprovedPactWeaponTitle	Arma de pacto mejorada
Feature/&MiretheMindTitle	Mire la mente
Feature/&MoonLitDarknessImmunityDescription	Eres inmune a la condición de oscuridad.
Feature/&MoonLitDarknessImmunityTitle	Oscuridad iluminada por la luna
Feature/&MoonLitExpandedSpelllistAfinityDescription	Eliges de una lista ampliada de hechizos cuando aprendes un hechizo de brujo. Los siguientes hechizos se agregan a la lista de hechizos de Warlock para ti: {0}
Feature/&MoonLitExpandedSpelllistAfinityTitle	Hechizos a la luz de la luna
Feature/&MoonLitLightAffinityDescription	Si comienzas tu turno en la oscuridad natural, te vuelves invisible. Moverse, atacar o usar cualquier poder o hechizo que no solo se dirija a uno mismo rompe la invisibilidad.
Feature/&MoonLitLightAffinityStrongDescription	Umbral Cloak ahora funciona con poca luz y oscuridad mágica.
Feature/&MoonLitLightAffinityStrongTitle	Capa Umbral Mejorada
Feature/&MoonLitLightAffinityTitle	Capa Umbral
Feature/&OneWithShadowsDescription	Si comienzas tu turno en la oscuridad natural, te vuelves invisible. Moverse, atacar o usar cualquier poder o hechizo que no solo se dirija a uno mismo rompe la invisibilidad.
Feature/&OneWithShadowsLightAffinityDescription	Si comienzas tu turno en la oscuridad natural, te vuelves invisible. Moverse, atacar o usar cualquier poder o hechizo que no solo se dirija a uno mismo rompe la invisibilidad.
Feature/&OneWithShadowsLightAffinityStrongDescription	One With Shadows ahora funciona con poca luz y oscuridad mágica.
Feature/&OneWithShadowsLightAffinityStrongTitle	Sombras más oscuras
Feature/&OneWithShadowsLightAffinityTitle	uno con sombras
Feature/&OneWithShadowsStrongerDescription	One With Shadows ahora funciona con poca luz y oscuridad mágica.
Feature/&OneWithShadowsStrongerTitle	Sombras más oscuras
Feature/&OneWithShadowsTitle	uno con sombras
Feature/&OtherworldlyLeapTitle	Salto de otro mundo
Feature/&ProficiencySoulBladeArmorDescription	Armadura Ligera, Armadura Media y Escudo.
Feature/&ProficiencySoulBladeArmorTitle	Competencias de armadura Soulblade
Feature/&ProficiencySoulBladeWeaponDescription	Armas simples, Armas marciales.
Feature/&ProficiencySoulBladeWeaponTitle	Competencias con armas Soulblade
Feature/&RiftWalkerRestrainedImmunityTitle	Paso fugaz
Feature/&RiftWalkerSpellsMagicAffinityDescription	Eliges de una lista ampliada de hechizos cuando aprendes un hechizo de brujo. Los siguientes hechizos se agregan a la lista de hechizos de Warlock para ti: {0}
Feature/&RiftWalkerSpellsMagicAffinityTitle	Hechizos de caminante de grietas
Feature/&ShroudofShadowTitle	Embozo de sombra
Feature/&ThiefofFiveFates	Emitir {0} una vez al día
Feature/&ThiefofFiveFatesTitle	Ladrón de cinco destinos
Feature/&ThirstingBladeDescription	Puedes atacar con tu arma dos veces, en lugar de una, cada vez que realices la acción de Atacar en tu turno.
Feature/&ThirstingBladeTitle	Hoja sedienta
Feature/&TrickstersEscapeTitle	Escape del tramposo
Feature/&WallofThornsFeatureSetDescription	Lanza Muro de espinas una vez al día.
Feature/&WallofThornsFeatureSetTitle	Barrera forestal
Feedback/&AdditionalDamageAgonizing_BlastFormat	Explosión agonizante
Feedback/&AdditionalDamageAgonizing_BlastLine	Cuando lanzas Explosión sobrenatural, agregas tu modificador de Carisma al daño que inflige con un golpe.
Feedback/&AdditionalDamageEldritchSmiteFormat	Golpe sobrenatural!
Feedback/&AdditionalDamageEldritchSmiteLine	{0} hiere a {1} (+{2})
Feedback/&AdditionalDamageElementalDamageFormat	Daño Elemental
Feedback/&AdditionalDamageElementalDamageLine	La forma elemental otorga daño adicional
Feedback/&AdditionalDamagePactMarkedFormat	¡Marca del pacto!
Feedback/&AdditionalDamagePactMarkedLine	¡La marca del pacto hace daño adicional!
Feedback/&AdditionalDamagePactSoulTakerFormat	Tomador de almas!
Feedback/&AdditionalDamagePactSoulTakerLine	¡El tomador de almas hace daño adicional!
Feedback/&AdditionalDamageSoulEmpoweredFormat	¡Alma empoderada!
Feedback/&AdditionalDamageSoulEmpoweredLine	¡Soul Empowered hace daño adicional!
Feedback/&AncientForestHerbalBrewDamageAffinityAcidResistancePowerUsedWhileTravellingFormat	{0} crea {1}
Feedback/&AncientForestHerbalBrewDamageAffinityLightningResistancePowerUsedWhileTravellingFormat	{0} crea {1}
Feedback/&AncientForestHerbalBrewDamageAffinityNecroticResistancePowerUsedWhileTravellingFormat	{0} crea {1}
Feedback/&AncientForestHerbalBrewDamageAffinityPoisonResistancePowerUsedWhileTravellingFormat	{0} crea {1}
Feedback/&AncientForestHerbalBrewDamageAffinityRadiantResistancePowerUsedWhileTravellingFormat	{0} crea {1}
Feedback/&AncientForestHerbalBrewHealingPowerUsedWhileTravellingFormat	{0} crea {1}
Feedback/&AncientForestHerbalBrewToxifyingPowerUsedWhileTravellingFormat	{0} crea {1}
Modifier/&AHWarlockSoulBladePactEmpowerWeaponModifierDescription	El arma usa el modificador Carisma para las tiradas de ataque y daño y cuenta como mágica hasta un descanso prolongado.
Modifier/&AHWarlockSoulBladePactEmpowerWeaponModifierTitle	alma empoderada
Monster/&PactOfChainCustomImpDescription	Los diablillos se encuentran por todos los Planos Inferiores, ya sea haciendo recados para sus amos infernales, espiando a sus rivales o engañando y asechando a los mortales. Un diablillo servirá con orgullo a un amo malvado de cualquier tipo, pero no se puede confiar en él para llevar a cabo tareas con rapidez o eficiencia.
Monster/&PactOfChainCustomImpTitle	Diablillo (Pacto de Cadena)
Monster/&PactOfChainCustomPseudodragonDescription	El escurridizo pseudodragón habita en los lugares tranquilos del mundo, haciendo su hogar en los huecos de los árboles y pequeñas cuevas. Con sus escamas verdes, cuernos y fauces llenas de dientes afilados, un pseudodragón se parece a un pequeño dragón verde pero su disposición es juguetona.
Monster/&PactOfChainCustomPseudodragonTitle	pseudodragon
Monster/&PactOfChainCustomQuasitDescription	Los quasits infestan los Planos Inferiores. Físicamente débiles, se mantienen en las sombras para tramar travesuras y maldades. Los demonios más poderosos usan cuasis como espías y mensajeros cuando no los están devorando o descuartizando para pasar el tiempo.
Monster/&PactOfChainCustomQuasitTitle	Quasit (Pacto de Cadena)
Monster/&PactOfChainCustomSpriteDescription	A diferencia de los duendes, los duendes rara vez se entregan a la alegría y la diversión frívolas. Son firmes guerreros, protectores y jueces, y su severa inclinación hace que otras hadas los consideren demasiado severos y serios. Sin embargo, las hadas que respetan el territorio de los duendes los encuentran aliados incondicionales en tiempos de problemas.
Monster/&PactOfChainCustomSpriteTitle	Sprite (Pacto de Cadena)
MonsterAttack/&AttackWarlockDragonStingDescription	1d4 de daño perforante y el objetivo debe superar una tirada de salvación de Constitución CD 11 o quedar envenenado.
MonsterAttack/&AttackWarlockDragonStingTitle	Picadura venenosa
MonsterAttack/&AttackWarlockImpStingDescription	Picadura venenosa de un diablillo.
MonsterAttack/&AttackWarlockImpStingTitle	Picadura venenosa
MonsterAttack/&AttackWarlockQuasitStingTitle	Picadura venenosa
Power/&AncientForestLifeSapDescription	Cuando dañas a un enemigo con un hechizo, recuperas HP igual a la mitad de tu nivel una vez por turno. Si estás por debajo de la mitad de HP, en su lugar recuperas HP igual a tu nivel, pero solo hasta la mitad de tu HP máximo.
Power/&AncientForestLifeSapTitle	savia de vida
Power/&AncientForestRootedPowerDescription	Los zarcillos arbóreos crecen de tus pies y se clavan en el suelo. Tu velocidad se convierte en 0 y obtienes ventaja en cualquier tirada de salvación para empujarte, jalarte o derribarte. Puedes lanzar Enredar a voluntad.
Power/&AncientForestRootedPowerTitle	Arraigado
Power/&DH_ElementalFormPoolDescription	Puedes cambiar entre formas elementales un número de veces igual a tu bonificador de competencia por descanso prolongado canalizando energía elemental. Obtienes resistencia al daño relevante y, una vez por turno, aplicas tu bonificación de competencia como daño del mismo tipo al primer daño de hechizo infligido ese turno. Las formas duran 1 minuto.
Power/&DH_ElementalFormPoolEnhancedDescription	Puedes cambiar entre formas elementales mejoradas un número de veces igual a tu bonificación de competencia por día canalizando energía elemental. Obtienes inmunidad al daño relevante y aplicas la bonificación de competencia como daño del mismo tipo al primer daño de hechizo cada ronda. Las formas duran 1 minuto.
Power/&DH_ElementalFormPoolEnhancedTitle	Formas elementales mejoradas
Power/&DH_ElementalFormPoolEnhancedTitleShort	Formas elementales
Power/&DH_ElementalFormPoolTitle	Formas elementales
Power/&FindFamiliarBundlePowerDescription	Invoca familiar en forma de Pseudorgagon, Sprite, Imp o Quasit.
Power/&FindFamiliarBundlePowerTitle	Encuentra familiar
Power/&MoonlitDanceoftheNightSkyDescription	Puedes lanzar Volar sobre 4 objetivos una vez al día.
Power/&MoonlitDanceoftheNightSkyTitle	Danza del cielo nocturno
Power/&MoonlitDarkMoonDescription	Puedes lanzar Oscuridad un número de veces por descanso prolongado igual a tu bonificador de competencia.
Power/&MoonlitDarkMoonTitle	Luna oscura
Power/&MoonlitFullMoonDescription	Puedes lanzar Luz diurna un número de veces por descanso prolongado igual a tu bonificador de competencia.
Power/&MoonlitFullMoonTitle	Luna llena
Power/&MoonlitMoonTouchedDescription	Conjuras la atracción gravitatoria de la luna en un área pequeña, lo que hace que las criaturas que fallan una tirada de salvación floten hacia arriba.
Power/&MoonlitMoonTouchedTitle	luna tocada
Power/&PactofChainFamiliarInvisibilityPowerDescription	La criatura mágicamente se vuelve invisible hasta que ataca o lanza un hechizo, o hasta que termina su concentración (como si se concentrara en un hechizo). Cualquier equipo que la criatura use o lleve es invisible con él.
Power/&PactofChainFamiliarInvisibilityPowerTitle	Invisibilidad
Power/&PactofChainFamiliarScarePowerDescription	Una criatura de tu elección a 20 pies o menos de ella debe superar una tirada de salvación de Sabiduría CD 10 o quedar asustada durante 1 minuto. El objetivo puede repetir la tirada de salvación al final de cada uno de sus turnos, finalizando el efecto sobre sí mismo si tiene éxito.
Power/&PactofChainFamiliarScarePowerTitle	Susto
