Name	Type	DatabaseType	GUID
DisengageMain	ActionDefinition	ActionDefinition	ceca0edd8304b6347b75c6428043d5a3
Dismissal	ActionDefinition	ActionDefinition	f38093ac1401a924db59de33cb9bb0e9
Dodge	ActionDefinition	ActionDefinition	225a47eae588b8b4dbe025a997abdf64
DragonWingsDismiss	ActionDefinition	ActionDefinition	652d87e588cdd194fb62d7746f3bb2a3
DragonWingsSprout	ActionDefinition	ActionDefinition	154622399c0221d47a7499ad5f76dfeb
DropProne	ActionDefinition	ActionDefinition	bf067b0ef267b4d42a5fbcf874adbb58
ExplorationMove	ActionDefinition	ActionDefinition	507f48d5499d04148b204a52f42aea08
Extinguish	ActionDefinition	ActionDefinition	663eaad72eeba214c83324a596d3c54a
EyebiteAsleep	ActionDefinition	ActionDefinition	5cd2ff9b409b86344b13d5c3ab891532
EyebitePanicked	ActionDefinition	ActionDefinition	6255ff4ed680ba64188fe53b3c0b1f62
EyebiteSickened	ActionDefinition	ActionDefinition	966687b1848dddb42b127357b16122d5
FastAim	ActionDefinition	ActionDefinition	216faec056df0e743ba00c43af7f9b8e
FlurryOfBlows	ActionDefinition	ActionDefinition	5ee7e02eead22a2428a1a0c08065d194
FlurryOfBlowsSwiftSteps	ActionDefinition	ActionDefinition	00d68399b551bac4fadf2cf302c51a83
FlurryOfBlowsUnendingStrikes	ActionDefinition	ActionDefinition	abcb4f0a9f4ac0944b362e2e442da667
FreeFall	ActionDefinition	ActionDefinition	f70519799c39bb549b21c659a5166a4a
GiantKiller	ActionDefinition	ActionDefinition	4cc78c81867fc2f4a9fcbb8e2cdef2fc
GrantBardicInspiration	ActionDefinition	ActionDefinition	23282e927765e9f4f9866a51d5ed8d78
HideBonus	ActionDefinition	ActionDefinition	f1b9ae0cf54354e4e896e063207cfd11
HideMain	ActionDefinition	ActionDefinition	b75f4640e52b2ce4fb7e44ef4466bec3
Jump	ActionDefinition	ActionDefinition	d9184eae39a933847a12abcde314353e
LeafScales	ActionDefinition	ActionDefinition	1a683341365a42e4e80abd2b4838f523
Levitate	ActionDefinition	ActionDefinition	bc039a463a1659a428a334541d2f925b
LevitateFree	ActionDefinition	ActionDefinition	633439353baa2284e8df4e26a868bd80
LootGround	ActionDefinition	ActionDefinition	b2ca80c12e3b27646b482cc1ed28db53
Manipulate	ActionDefinition	ActionDefinition	0d3383b5588676342b1b81418bf83399
MetamagicToggle	ActionDefinition	ActionDefinition	c8b7e828ba6649348b5c4c6f5b758c1f
OneWithShadowsTurnInvisible	ActionDefinition	ActionDefinition	df15b97045075664cb559a8c7fc900ac
OpenHandTechnique	ActionDefinition	ActionDefinition	b65cb04e76da2eb4b8cad6980e50d025
PowerBonus	ActionDefinition	ActionDefinition	2ba0f81ee709ac9419631a5cae4d0535
PowerMain	ActionDefinition	ActionDefinition	ebc15ea2dd78ec54b8700968a9237771
PowerNoCost	ActionDefinition	ActionDefinition	35e713bf2b6069d4cb97c96a0dd7e178
PowerReaction	ActionDefinition	ActionDefinition	9209d4a6542958c40ba6afcfde286200
ProxyCallLightning	ActionDefinition	ActionDefinition	fadbbdeab3da19b4394fc3ea29f2be1f
ProxyCallLightningFree	ActionDefinition	ActionDefinition	98e3ae6fa7387394c9cad3144fbfa12e
ProxyDancingLights	ActionDefinition	ActionDefinition	d30ea7588262e0f4da33af4951e29700
ProxyDelayedBlastFireball	ActionDefinition	ActionDefinition	f8c2f823c4b0a2d408326f4c704ae63d
ProxyFlamingSphere	ActionDefinition	ActionDefinition	9133f0ec62b8ca14bb390de0a8a24708
ProxyMoonBeam	ActionDefinition	ActionDefinition	1ec6b50a1b39f944bbe39a1d3c96da86
ProxySpellWard	ActionDefinition	ActionDefinition	79ced041c63bb904ab466e40a375989e
ProxySpiritualWeapon	ActionDefinition	ActionDefinition	9f4f3adf02db4374cbd111e283451bf0
ProxySpiritualWeaponFree	ActionDefinition	ActionDefinition	c8b6594c7535b5b439a47b96de66454d
ProxyVengefulSpirits	ActionDefinition	ActionDefinition	1e99ad352e384334fad556406a35a7e3
Pushed	ActionDefinition	ActionDefinition	5b0a890a55957204d9d923deb3163853
RageStart	ActionDefinition	ActionDefinition	cb8636cb9c2adfd40b31d5eb8911cbb4
RageStop	ActionDefinition	ActionDefinition	0f434e60d54675f409d19d36cf22be46
ReactionShot	ActionDefinition	ActionDefinition	4b3b69e522de84947bd6402e1c52c3a7
Ready	ActionDefinition	ActionDefinition	0877624518be41144864e2494e0b0f19
ReapplyEffect	ActionDefinition	ActionDefinition	9daeee8c75b162941be0aea254897b03
RecallItem	ActionDefinition	ActionDefinition	b43476fb7f61b174b8cf92d6d50340b7
RecklessAttack	ActionDefinition	ActionDefinition	ea35dcaba06bb8049bdd0a73002a6224
Retaliation	ActionDefinition	ActionDefinition	7f057837228095b4c9ac8061f0f06024
ReturnMissile	ActionDefinition	ActionDefinition	5c6c763c93d537242ba5ff1e03026709
RevertShape	ActionDefinition	ActionDefinition	d378dc5de83271040b51117bb1a3c3df
RushToBattle	ActionDefinition	ActionDefinition	f114dfd4e293d264cb21b5f1b2f2a79b
Shadowy	ActionDefinition	ActionDefinition	0bfa671d067bc1841bb22ee7873c55d5
SharedPain	ActionDefinition	ActionDefinition	a59c1d7a8af9638478ea9bbd195ecae9
Shove	ActionDefinition	ActionDefinition	7a2e56dbbf026f44d9b4707cbb20e48d
ShoveBonus	ActionDefinition	ActionDefinition	a1b2d5e0aa20bab4393b8e57ea3bcb0d
ShoveFree	ActionDefinition	ActionDefinition	42dd5a53211eb814eb5f656e2966c25c
SleightOfHand	ActionDefinition	ActionDefinition	22d844bac1b362542bebfba220f8a340
SlowFall	ActionDefinition	ActionDefinition	b52f09041541bf74d91e51092aac9afd
SongOfHope	ActionDefinition	ActionDefinition	84693d1c011677747b5810173232c04d
SpecialMove	ActionDefinition	ActionDefinition	b840e6de1433d5543a50c5dba2106b0a
SpellCrusher	ActionDefinition	ActionDefinition	b6687e1816eaebf449bedb3a475e2e47
SpendPower	ActionDefinition	ActionDefinition	c097e5dfb53212145a75e9060f8957ef
SpendSpellSlot	ActionDefinition	ActionDefinition	553ae773f96d7cf418897cb34eb7e010
SpiritRage	ActionDefinition	ActionDefinition	98868128437ad2d47b2339ed20a54680
SpiritRally	ActionDefinition	ActionDefinition	c8961c72bf0cc78469962aec8081f7cb
SpiritRallyTeleport	ActionDefinition	ActionDefinition	0930661cb6b0c9249a97510348b1948b
Stabilize	ActionDefinition	ActionDefinition	08c54782ad3bed04297f03f3c94c2e91
StandAgainstTheTide	ActionDefinition	ActionDefinition	19abc531f1e66a744b2450dafbefe084
StandUp	ActionDefinition	ActionDefinition	10471f0526aeb844d93906afed092ce1
StartBattle	ActionDefinition	ActionDefinition	aa997725a183c7a43b28f89cdb114340
StepBack	ActionDefinition	ActionDefinition	be00590cc4702df4caf04a2b01cbd594
StunningStrikeToggle	ActionDefinition	ActionDefinition	82bc4f29d544d024a8dccb47521f2d62
Sunbeam	ActionDefinition	ActionDefinition	421ca683115e84a41a742a37d3b53da5
SwiftRetaliation	ActionDefinition	ActionDefinition	57dd9f83a824a594a89796675d1d9bd4
SwirlingDance	ActionDefinition	ActionDefinition	1ce40ccdfdcd0a04fb9a4ebfcd2635e3
TacticalMove	ActionDefinition	ActionDefinition	4c8a4b3393c5a054ebc8c3ef86b3549a
TakeAim	ActionDefinition	ActionDefinition	4143a2686ddd6c643abdd2afc997a321
TimeWarp	ActionDefinition	ActionDefinition	3650cca5140705842aefc06605e992f1
TriggerDefeat	ActionDefinition	ActionDefinition	5d29ea6c6560ba743bb396de57c1b0c2
UncannyDodge	ActionDefinition	ActionDefinition	3f997152006254c408040e3734b4acb5
Unhide	ActionDefinition	ActionDefinition	1dc2a7403d6469e4885d69fc44634f72
UseBardicInspiration	ActionDefinition	ActionDefinition	7e8c49b3f6aed244fbe231f956bb93a4
UseIndomitableResistance	ActionDefinition	ActionDefinition	0750d3e19f1b1db4c8c0ee516aca8084
UseItemBonus	ActionDefinition	ActionDefinition	b4a41d925f710da4eb00c2378ed827bc
UseItemMain	ActionDefinition	ActionDefinition	069fe00baa7673e4abb44c81bf21e03f
UseLegendaryResistance	ActionDefinition	ActionDefinition	adcd744a2a1cbaa45ab449e1dcc9bf7f
VampiricTouch	ActionDefinition	ActionDefinition	ba3e94724688f2d44a37287cae37e694
Volley	ActionDefinition	ActionDefinition	bf7bdddd94144594aaf8ff944db2a70b
WhirlwindAttack	ActionDefinition	ActionDefinition	6cdc06d5a1458e341be5c3e8dee7f217
WildShape	ActionDefinition	ActionDefinition	d72adc8637bc4b143876371e4fc9984c
ActionTypeBonus	ActionTypeDefinition	ActionTypeDefinition	21b025d538fb89e4d802735dd36cc680
ActionTypeFreeOnce	ActionTypeDefinition	ActionTypeDefinition	7ae7c4eba9463ba41ad056033de7e220
ActionTypeMain	ActionTypeDefinition	ActionTypeDefinition	6fe539e8ae6f5f5478553c6fa2f51f30
ActionTypeMove	ActionTypeDefinition	ActionTypeDefinition	a63124f5c304cc64093c92f1c97398e5
ActionTypeNoCost	ActionTypeDefinition	ActionTypeDefinition	0c2c490854c74ea42b6d49847ca2ef9e
ActionTypeReaction	ActionTypeDefinition	ActionTypeDefinition	c08fd5975202a654fb3c92c9e84813ca
AdventureLog	AdventureLogDefinition	AdventureLogDefinition	4338781aaa4aa4743b086c74fd1a262c
ChaoticEvil	AlignmentDefinition	AlignmentDefinition	3fe6a1d3a9113ef4babe77d7ff993b06
ChaoticGood	AlignmentDefinition	AlignmentDefinition	f133bc484d83dde4aaa04e871a0b5820
ChaoticNeutral	AlignmentDefinition	AlignmentDefinition	7877c17b67f56a54e985f102835cfa52
LawfulEvil	AlignmentDefinition	AlignmentDefinition	9ba8e4f3454946d4597312ee3b1e8bf4
LawfulGood	AlignmentDefinition	AlignmentDefinition	75bd64b529c2c05448444ffe373d9c5d
LawfulNeutral	AlignmentDefinition	AlignmentDefinition	bc4fb81603954c749bf9097fc5eece3a
Neutral	AlignmentDefinition	AlignmentDefinition	2c39b454133915a4e840349fb04b1522
NeutralEvil	AlignmentDefinition	AlignmentDefinition	dd9104b19f0fcff4a89aefb46d8f213d
NeutralGood	AlignmentDefinition	AlignmentDefinition	cc1a07d26874b7a48a9e0b6b7f92ed5c
Unaligned	AlignmentDefinition	AlignmentDefinition	129a46d7b43e74f4c915c74d8b4ce6cb
ArrowType	AmmunitionTypeDefinition	AmmunitionTypeDefinition	d2268068b26887f4dad275da7c7bcc7d
BoltType	AmmunitionTypeDefinition	AmmunitionTypeDefinition	c494a549720910748aea446037981222
BulletType	AmmunitionTypeDefinition	AmmunitionTypeDefinition	273922b72a9f5d344b1d787f67f43116
NeedleType	AmmunitionTypeDefinition	AmmunitionTypeDefinition	97ba2694fae7ce0488d79031de4b13f4
HeavyArmorCategory	ArmorCategoryDefinition	ArmorCategoryDefinition	35c816177a46c3742abca50e773d528b
LightArmorCategory	ArmorCategoryDefinition	ArmorCategoryDefinition	dbe73cffe724c424bb78348d7c056548
MediumArmorCategory	ArmorCategoryDefinition	ArmorCategoryDefinition	29a619069f865ad49865dbf40f822642
NoArmorCategory	ArmorCategoryDefinition	ArmorCategoryDefinition	f8c092d5a02e247498d17d8a124d9dd0
ShieldCategory	ArmorCategoryDefinition	ArmorCategoryDefinition	3cf71b3a2fe9af54b9bdf72e169349c1
BreastPlateType	ArmorTypeDefinition	ArmorTypeDefinition	b8c17da5599d3154aa3151aac271c0ec
ChainMailType	ArmorTypeDefinition	ArmorTypeDefinition	c0a00dfad8d206047afe322362a58487
ChainShirtEmpressGarbType	ArmorTypeDefinition	ArmorTypeDefinition	b585e4346e3cbd448a257d04e149ae9f
ChainShirtType	ArmorTypeDefinition	ArmorTypeDefinition	b1343a6267f96bc4f803376b1bd668e7
ClothesType	ArmorTypeDefinition	ArmorTypeDefinition	59530925e08178c47b7eac1486a42d00
HalfPlateType	ArmorTypeDefinition	ArmorTypeDefinition	e9e4d467043ff7041b9228b227843f03
HideArmorType	ArmorTypeDefinition	ArmorTypeDefinition	bd4bc11848ba1694ea4e0bb0da2baf4f
LeatherType	ArmorTypeDefinition	ArmorTypeDefinition	38d99689a18c15048b36f3698a70a0a7
PaddedLeatherType	ArmorTypeDefinition	ArmorTypeDefinition	fec48004842374543a91022b5d9ae6ee
PlateType	ArmorTypeDefinition	ArmorTypeDefinition	60eb31cb5b09950418f7d6b10e50dd89
RingMailType	ArmorTypeDefinition	ArmorTypeDefinition	f91236123aac3de48ba0139ec0dce206
ScaleMailType	ArmorTypeDefinition	ArmorTypeDefinition	cd63e66b2e34be34e8bd665163688c9c
ShieldType	ArmorTypeDefinition	ArmorTypeDefinition	06d0df5cf5ccc0946b98fc1a97b241f5
SplintArmorType	ArmorTypeDefinition	ArmorTypeDefinition	5121dc23e15c8414d9cf24741f83a1e5
StuddedLeatherType	ArmorTypeDefinition	ArmorTypeDefinition	93476c73ae665c94e8ef4f3df292eb80
BanterEvent_Npc_ThiefDetected	BanterEventDefinition	BanterEventDefinition	5ad7497ca02226f4e800b2decb243fca
BanterEventAlliedKnockedDown	BanterEventDefinition	BanterEventDefinition	df572f5ce0125c14aa47dc16421351ab
BanterEventBlizzardHeavy	BanterEventDefinition	BanterEventDefinition	a8139200d153b5e42adae1f6c720ca86
BanterEventBlizzardLight	BanterEventDefinition	BanterEventDefinition	9e8b622522420304e92d74b4d3ea2da8
BanterEventBreakStealth	BanterEventDefinition	BanterEventDefinition	49b25837932a0164a8dafe5bd4ca0811
BanterEventCrawling	BanterEventDefinition	BanterEventDefinition	87f1652049f7d3e42bb25a606bd815b7
BanterEventCriticalHitGiven	BanterEventDefinition	BanterEventDefinition	7d584cfff352d8748b86912a17a88dae
BanterEventCriticalHitReceived	BanterEventDefinition	BanterEventDefinition	45f70fc447b52fa498e9c20181a0cc24
BanterEventHealedByAlly	BanterEventDefinition	BanterEventDefinition	ad59295a001819c4087dacf0d74bbc53
BanterEventHighClimb	BanterEventDefinition	BanterEventDefinition	b62bc4ad739e3114e9fe34615322d5c9
BanterEventImmuneToWeatherEffects	BanterEventDefinition	BanterEventDefinition	b8df54cd8dc94f3448b3a9c0d948b08b
BanterEventKillEnemy	BanterEventDefinition	BanterEventDefinition	f2018a2c6575e5f4ab1df48c3d6d31ad
BanterEventLightUp	BanterEventDefinition	BanterEventDefinition	284e63716561a424da509e713aea8e5f
BanterEventLongJump	BanterEventDefinition	BanterEventDefinition	599ae36cf913bf34e99d56824d48a665
BanterEventMissedAttack	BanterEventDefinition	BanterEventDefinition	7512d875be3f8aa4c909bb68d7bf76ee
BanterEventNormalHitGiven	BanterEventDefinition	BanterEventDefinition	0456ac5aa0e56ff409f61cb8bdb8c762
BanterEventNormalHitReceived	BanterEventDefinition	BanterEventDefinition	c9e760137370a1a46bff5bd39d17a60c
BanterEventPushingHeavy	BanterEventDefinition	BanterEventDefinition	4b81200a1e1fefb4c890dbc901aac3ee
BanterEventSecretDoorDetected	BanterEventDefinition	BanterEventDefinition	8c66b54c3c3a7fd49b8ba3bf48010ab4
BanterEventTrapDetected	BanterEventDefinition	BanterEventDefinition	53f05a6867e06fd4a8cd9bbb94c06216
BanterEventTrapDisarmed	BanterEventDefinition	BanterEventDefinition	187dfa22079bac94bbc648545af3023f
BanterEventTrapTriggered	BanterEventDefinition	BanterEventDefinition	bd6cead258e85644f96113e4aa0df827
ActivatorArea	GadgetBlueprint	BaseBlueprint	444f52476ef62a44ebcb556c0288ff9d
ActivatorButton	GadgetBlueprint	BaseBlueprint	d7dfcf937a6259a4d8df2b0697c96e56
ActivatorEntry	GadgetBlueprint	BaseBlueprint	cf273c4028433724c874f08fe21f1f38
ActivatorMechanism	GadgetBlueprint	BaseBlueprint	2c44210724e220743a85031a93d01a12
ActivatorPlate	GadgetBlueprint	BaseBlueprint	11def0490e9928d42ad34d5cbc55f34b
ActivatorQuestUpdate	GadgetBlueprint	BaseBlueprint	aa42020a6905323418d85fff1b9dca7b
ActivatorRoll	GadgetBlueprint	BaseBlueprint	4ebf2a04a8028c24ca0ada21e2fcccdb
ActivatorTimed	GadgetBlueprint	BaseBlueprint	f7bc161d339addb488469511c5fb922a
ActivatorVariableChanged	GadgetBlueprint	BaseBlueprint	030a3af04163787468f88d18939a08fe
AlchemyTable	PropBlueprint	BaseBlueprint	bdad122fc3d9ce043913a29c6069a0a5
Altar_A	PropBlueprint	BaseBlueprint	668295f4caa1154479f13c13a04d2680
Altar_B	PropBlueprint	BaseBlueprint	9d9fca3844cb9404990153119615e018
Altar_C	PropBlueprint	BaseBlueprint	a077a0846e3aceb439a9a0b45ed969ab
Altar_D	PropBlueprint	BaseBlueprint	a82e2b9939b388c4f8d445d4fa0f980d
Altar_E	PropBlueprint	BaseBlueprint	0dc75079f03dc67478c6eedf89f08dce
Arch_A	PropBlueprint	BaseBlueprint	9662370c0dc7e144ab0b5e4fc742d3fe
Arch_B	PropBlueprint	BaseBlueprint	f6ea72476f6f5454384c813ef3518275
Arch_C	PropBlueprint	BaseBlueprint	ca850b5186e9d8c489c4130a2b16ab1c
Arch_D	PropBlueprint	BaseBlueprint	92e6b14eba37b8b43906c5dde86788f4
ArmorStandGadget	GadgetBlueprint	BaseBlueprint	c66687de5b6a18d4daf3701a2a91325a
ArmorStandProp	PropBlueprint	BaseBlueprint	29552d763cca1da44b4ab7fa03b72655
Banner_A	PropBlueprint	BaseBlueprint	1f29ad6763f964447941416cb256a736
Banner_B	PropBlueprint	BaseBlueprint	7ca2347f8616e9d459e866680fd9222b
Banner_C	PropBlueprint	BaseBlueprint	3f23be1801bcbe540abb3cc877022796
Banner_D	PropBlueprint	BaseBlueprint	4c3b83d6c0378d54a97a277f7c294620
Banner_E	PropBlueprint	BaseBlueprint	ea1dbf4bb5009014bbe6e0d831ba25e4
Banner_F	PropBlueprint	BaseBlueprint	b7d1cc0756805334b989f2af9f661d20
Banner_G	PropBlueprint	BaseBlueprint	f053f2d195c50194bb4da5498ed548e2
Banner_SnowAlliance_A	PropBlueprint	BaseBlueprint	d0b83d09b52b69b4095d1e84cd6d2532
Banner_SnowAlliance_B	PropBlueprint	BaseBlueprint	b482e04c98b5c314190e6a6f0350c21d
BannerColumn_A	PropBlueprint	BaseBlueprint	e31bd0a2339a76f48865303d0adfb1a3
BannerColumn_B	PropBlueprint	BaseBlueprint	5a3fb9edbbade3548a83c1f42fd2bf0a
BannerColumn_C	PropBlueprint	BaseBlueprint	6e70b4a37043e134b950a1f680662d18
BannerColumn_D	PropBlueprint	BaseBlueprint	44cb31c3e0b9be048a3b2c6c08ef10a2
BannerColumn_E	PropBlueprint	BaseBlueprint	7c695b610ce6f4d4d8924c967c0f9a7b
BannerColumn_F	PropBlueprint	BaseBlueprint	338cc7087da3f8a4d9bba659e7ea1222
BannerColumn_G	PropBlueprint	BaseBlueprint	730ea9e53869fe64888973654470e6e6
BannerColumn_H	PropBlueprint	BaseBlueprint	ae94a2e9df2c3f14cb499a22807b91ce
BannerColumn_I	PropBlueprint	BaseBlueprint	c7ca543753571e94da467e1676c108de
BannerColumn_J	PropBlueprint	BaseBlueprint	2c9c29780d58f144ab822f9a60bdfdff
BannerColumn_K	PropBlueprint	BaseBlueprint	6bbbd91b82c23c744ac4bb770042d283
BarCounter	PropBlueprint	BaseBlueprint	de59967263e425b4b9dafcd34502dc5e
Barrack	PropBlueprint	BaseBlueprint	d95bfd8867fe7a14e85a74e314b54cfd
Barrel_A	PropBlueprint	BaseBlueprint	fed8f690799eb5b46a74e620c7654f7f
Barrel_B	PropBlueprint	BaseBlueprint	4c94098b160ff214580e034189141d37
Barrel_C	PropBlueprint	BaseBlueprint	2436fe78eb69da1418b17562c560e48b
Barrel_D	PropBlueprint	BaseBlueprint	77f70068c40355842b658e45d3fa3b16
Barrel_Street_A	PropBlueprint	BaseBlueprint	540b3277ae55e0f4b9169759f0204a45
Barrel_Street_B	PropBlueprint	BaseBlueprint	04868b864ff495445afe5b885e22d43a
Barrel_Street_C	PropBlueprint	BaseBlueprint	3942bed59b2f8bb43b27820e5dc34263
Barrels	PropBlueprint	BaseBlueprint	227ec990ca4b48047b4e24291fa5271d
BarrelStack	PropBlueprint	BaseBlueprint	3b52ce1b151be0646ac2c7454f6c1855
BarrelStackCrystal	PropBlueprint	BaseBlueprint	d1237bb6d41b0934cbf2605ed1d650a2
BarrelTavern_A	PropBlueprint	BaseBlueprint	3e2813f7fe7dbb94fb0cfe7d7eb3105e
Basket_A	PropBlueprint	BaseBlueprint	dec5657527beeed43848071acfc57521
Basket_B	PropBlueprint	BaseBlueprint	26b07035f68a85d4897ecf6f9863982e
Beam	PropBlueprint	BaseBlueprint	cf5dfca9408deac49986b873cf6dd091
BeamScreen_A	PropBlueprint	BaseBlueprint	c4dbf2f95194c9e45a912bc873601b0f
BeamScreen_B	PropBlueprint	BaseBlueprint	74616adaaa14ff5449ec218cacf6b1dd
Bed_A	PropBlueprint	BaseBlueprint	055d2b0fa0938b14685ac42bc0b8be0b
Bed_B	PropBlueprint	BaseBlueprint	495af539d20816e409872cfbebbac000
Bed_C	PropBlueprint	BaseBlueprint	be5c5372e2e9a4148abf3a241ca05fab
Bed_D	PropBlueprint	BaseBlueprint	ef8ed4c9eaf305e4fa1945db0de1b734
Bedroll_A	PropBlueprint	BaseBlueprint	394321f04983c894eb19661570011444
Bedroll_B	PropBlueprint	BaseBlueprint	93263d81fae11fb4780d893aa6317c21
Bedroll_C	PropBlueprint	BaseBlueprint	25572e77d7a2d1b4eb89a77bd2863d60
Bedroll_D	PropBlueprint	BaseBlueprint	8f1d4424a55bfe044b107b9d2aa02541
Bedroll_Tent_A	PropBlueprint	BaseBlueprint	f33bb1660e8c2a04e8662cfec0a5c97f
Bedroll_Tent_B	PropBlueprint	BaseBlueprint	345b2a1959c62e041a893269b7878091
Bench_A	PropBlueprint	BaseBlueprint	31f6b5d1febdc214eac2b3572b1e5860
Bench_B	PropBlueprint	BaseBlueprint	f08036055494c4c429185602e7176f45
Bench_C	PropBlueprint	BaseBlueprint	d416bc7357e34884e9b92acd2fccdedd
Bench_Destroyed_A	PropBlueprint	BaseBlueprint	023e93c18efa94140a7e8a57abeede32
Bench_Destroyed_B	PropBlueprint	BaseBlueprint	704644666ad87b64aa1b67ef9748d200
Bench_Destroyed_C	PropBlueprint	BaseBlueprint	4aaae9296a682e3438362b02ea700d31
Bench_Destroyed_D	PropBlueprint	BaseBlueprint	69a0ca86da91ec24490696a667543f33
BigColumn_Bottom	PropBlueprint	BaseBlueprint	e00a70d434bf5c640bf4c8c94242e352
Birdcage	PropBlueprint	BaseBlueprint	9cda86a538dc26642a03a9493296bc9e
Block_A	PropBlueprint	BaseBlueprint	cf7a83f12a794294cb5d18a333825c5a
Block_B	PropBlueprint	BaseBlueprint	3bdbd64a265c073478b5d207babc163a
Block_D	PropBlueprint	BaseBlueprint	41a584a4bda7ad243a8dc3e43d8bbeb7
BlockRocks_A	PropBlueprint	BaseBlueprint	ff2293ae9e886fb468ca3cfca83daf5f
BlockRocks_B	PropBlueprint	BaseBlueprint	b2b4e764d9012ca4d922eec4112ace3a
BlockRocks_C	PropBlueprint	BaseBlueprint	09a4f5d14c72bf544b82b65e968af6fc
Boat_A	PropBlueprint	BaseBlueprint	aaa820663a01e3b4ba807306cafa6424
Boat_B	PropBlueprint	BaseBlueprint	fc57cf85f3f59f3429d10e74bc442969
Bookshelf_A	PropBlueprint	BaseBlueprint	1f9bcb763bcdce343a9bf6b140e7ac6d
Bookshelf_A_Covered	PropBlueprint	BaseBlueprint	ea059f0673de09d4a9160e184857d389
Bookshelf_B	PropBlueprint	BaseBlueprint	58553b86c6beb0a4ca3f1f815921a7c4
Bookshelf_B_Covered	PropBlueprint	BaseBlueprint	2cd4dc8914a21484c983cae6bbf3c904
Bookshelf_C	PropBlueprint	BaseBlueprint	54168bc2455326f4ba627baea718404b
Bookshelf_D	PropBlueprint	BaseBlueprint	4316783dc22cc0d498b24f608f0c2200
Bookshelf_E	PropBlueprint	BaseBlueprint	409c6a08e6bd457458df708e1a8e2baf
BookStack_A	PropBlueprint	BaseBlueprint	de842d8d81d0cac4e8df48700f9b1acb
BookStack_B	PropBlueprint	BaseBlueprint	20e9b61186e878345871a08992937a5a
BookStack_C	PropBlueprint	BaseBlueprint	51bea55de153f4f47a546e70cf8498aa
Brasero_A	PropBlueprint	BaseBlueprint	346a5004b3198c24688f8489cf7ad971
Brasero_B	PropBlueprint	BaseBlueprint	c1fe0dbb6ef48304ea128f1a4bf7fef6
Brasero_C	PropBlueprint	BaseBlueprint	87ab11187c59b674e85f2dacbb6fbbeb
Brasero_D	PropBlueprint	BaseBlueprint	1b6ebc18bcd95c84297534472c17d12a
Bridge	PropBlueprint	BaseBlueprint	0063084e8cf25104da9bcb594b3c1929
