ActivatorButton~Catacombs~MOD	Title='Button Activator <color=yellow>Catacombs</color>'.
ArmorStandProp~Stronghold~MOD	Title='Armor Stand <color=yellow>Stronghold</color>'.
ArmorStandProp~TownInterior~MOD	Title='Armor Stand <color=yellow>Town Interiors</color>'.
ArtilleryConstructLevel09AutopreparedSpells	Title='Feat/&ArtilleryConstructLevel09AutopreparedSpellsTitle'.
ArtilleryConstructLevel09AutopreparedSpells	Description='Feat/&ArtilleryConstructLevel09AutopreparedSpellsDescription'.
ArtilleryConstructLevel09AutopreparedSpells	Title='Feat/&ArtilleryConstructLevel09AutopreparedSpellsTitle'.
ArtilleryConstructLevel09AutopreparedSpells	Description='Feat/&ArtilleryConstructLevel09AutopreparedSpellsDescription'.
ArtilleryConstructLevel15AutopreparedSpells	Title='Feat/&ArtilleryConstructLevel15AutopreparedSpellsTitle'.
ArtilleryConstructLevel15AutopreparedSpells	Description='Feat/&ArtilleryConstructLevel15AutopreparedSpellsDescription'.
ArtilleryConstructLevel15AutopreparedSpells	Title='Feat/&ArtilleryConstructLevel15AutopreparedSpellsTitle'.
ArtilleryConstructLevel15AutopreparedSpells	Description='Feat/&ArtilleryConstructLevel15AutopreparedSpellsDescription'.
ArtilleryModePool	Title='Feat/&ArtilleryModePoolTitle'.
ArtilleryModePool	Description='Feat/&ArtilleryModePoolDescription'.
ArtilleryModePool	Title='Feat/&ArtilleryModePoolTitle'.
ArtilleryModePool	Description='Feat/&ArtilleryModePoolDescription'.
AttributeModiferArtilleryPoolIncrease	Title='Subclass/&HArtilleryIncreaseTitle'.
AttributeModiferArtilleryPoolIncrease	Description='Subclass/&HArtilleryIncreaseDescription'.
AttributeModiferArtilleryPoolIncrease	Title='Subclass/&HArtilleryIncreaseTitle'.
AttributeModiferArtilleryPoolIncrease	Description='Subclass/&HArtilleryIncreaseDescription'.
AttributeModifierRuin	Title='Modifier/&AttributeModifierRuinTitle'.
AttributeModifierRuin	Description='Modifier/&AttributeModifierRuinDescription'.
AttributeModifierRuin	Title='Modifier/&AttributeModifierRuinTitle'.
AttributeModifierRuin	Description='Modifier/&AttributeModifierRuinDescription'.
Banner_A~Stronghold~MOD	Title='Banner <color=yellow>Stronghold</color>'.
Banner_B~Stronghold~MOD	Title='Banner <color=yellow>Stronghold</color>'.
Banner_C~Stronghold~MOD	Title='Banner <color=yellow>Stronghold</color>'.
Banner_D~Stronghold~MOD	Title='Banner <color=yellow>Stronghold</color>'.
Banner_E~LavaCaves~MOD	Title='Banner <color=yellow>Lava Caves</color>'.
Banner_F~LavaCaves~MOD	Title='Banner <color=yellow>Lava Caves</color>'.
Banner_G~LavaCaves~MOD	Title='Banner <color=yellow>Lava Caves</color>'.
BannerColumn_A~Town~MOD	Title='Banner <color=yellow>Town</color>'.
BannerColumn_B~Town~MOD	Title='Banner <color=yellow>Town</color>'.
BannerColumn_C~Town~MOD	Title='Banner <color=yellow>Town</color>'.
BannerColumn_D~Town~MOD	Title='Banner <color=yellow>Town</color>'.
BannerColumn_E~Town~MOD	Title='Banner <color=yellow>Town</color>'.
BannerColumn_F~Town~MOD	Title='Banner <color=yellow>Town</color>'.
BannerColumn_G~Town~MOD	Title='Banner <color=yellow>Town</color>'.
BannerColumn_H~Town~MOD	Title='Banner <color=yellow>Town</color>'.
BannerColumn_I~Town~MOD	Title='Banner <color=yellow>Town</color>'.
BannerColumn_J~Town~MOD	Title='Banner <color=yellow>Town</color>'.
BannerColumn_K~Town~MOD	Title='Banner <color=yellow>Town</color>'.
BarCounter~TownInterior~MOD	Title='Tavern Counter <color=yellow>Town Interiors</color>'.
Barrack~Town~MOD	Title='Barrak <color=yellow>Town</color>'.
Barrel_A~Town~MOD	Title='Barrels <color=yellow>Town</color>'.
Barrel_A~TownInterior~MOD	Title='Barrels <color=yellow>Town Interiors</color>'.
Barrel_A~WoodLand~MOD	Title='Barrels <color=yellow>Woodland</color>'.
Barrel_B~Town~MOD	Title='Barrels <color=yellow>Town</color>'.
Barrel_B~TownInterior~MOD	Title='Barrels <color=yellow>Town Interiors</color>'.
Barrel_B~WoodLand~MOD	Title='Barrels <color=yellow>Woodland</color>'.
Barrel_C~Town~MOD	Title='Barrels <color=yellow>Town</color>'.
Barrel_C~TownInterior~MOD	Title='Barrels <color=yellow>Town Interiors</color>'.
Barrel_C~WoodLand~MOD	Title='Barrels <color=yellow>Woodland</color>'.
Barrel_Street_A~Town~MOD	Title='Barrels <color=yellow>Town</color>'.
Barrel_Street_B~Town~MOD	Title='Barrels <color=yellow>Town</color>'.
Barrel_Street_C~Town~MOD	Title='Barrels <color=yellow>Town</color>'.
Barrels~Catacombs~MOD	Title='Barrels <color=yellow>Catacombs</color>'.
Barrels~ElvenPalace~MOD	Title='Barrels <color=yellow>Elven Palace</color>'.
Barrels~LavaCaves~MOD	Title='Barrels <color=yellow>Lava Caves</color>'.
Barrels~Stronghold~MOD	Title='Barrels <color=yellow>Stronghold</color>'.
Barrels~Town~MOD	Title='Barrels <color=yellow>Town</color>'.
Barrels~TownInterior~MOD	Title='Barrels <color=yellow>Town Interiors</color>'.
Barrels~WoodLand~MOD	Title='Barrels <color=yellow>Woodland</color>'.
BarrelStack~Catacombs~MOD	Title='Barrel Stack <color=yellow>Catacombs</color>'.
BarrelStack~ElvenPalace~MOD	Title='Barrel Stack <color=yellow>Elven Palace</color>'.
BarrelStack~LavaCaves~MOD	Title='Barrel Stack <color=yellow>Lava Caves</color>'.
BarrelStack~Stronghold~MOD	Title='Barrel Stack <color=yellow>Stronghold</color>'.
BarrelStack~Town~MOD	Title='Barrel Stack <color=yellow>Town</color>'.
BarrelStack~TownInterior~MOD	Title='Barrel Stack <color=yellow>Town Interiors</color>'.
BarrelStack~WoodLand~MOD	Title='Barrel Stack <color=yellow>Woodland</color>'.
BarrelTavern_A~TownInterior~MOD	Title='Barrels <color=yellow>Town Interiors</color>'.
Barrier~Catacombs~MOD	Title='Barriers Catacombs<color=yellow> [MODDED]</color>'.
Barrier~ElvenPalace~MOD	Title='Barriers Elven Palace<color=yellow> [MODDED]</color>'.
Barrier~Jungle~MOD	Title='Barriers Jungle<color=yellow> [MODDED]</color>'.
Barrier~LavaCaves~MOD	Title='Barriers Lava Caves<color=yellow> [MODDED]</color>'.
Barrier~Necropolis~MOD	Title='Barriers Necropolis<color=yellow> [MODDED]</color>'.
Barrier~Sewers~MOD	Title='Barriers Sewers<color=yellow> [MODDED]</color>'.
Barrier~Stronghold~MOD	Title='Barriers Stronghold<color=yellow> [MODDED]</color>'.
Barrier~Town~MOD	Title='Barriers Town<color=yellow> [MODDED]</color>'.
Barrier~TownInterior~MOD	Title='Barriers Town Interiors<color=yellow> [MODDED]</color>'.
Barrier~WoodLand~MOD	Title='Barriers Woodland<color=yellow> [MODDED]</color>'.
Basket_A~Catacombs~MOD	Title='Basket <color=yellow>Catacombs</color>'.
Basket_A~LavaCaves~MOD	Title='Basket <color=yellow>Lava Caves</color>'.
Basket_A~Town~MOD	Title='Basket <color=yellow>Town</color>'.
Basket_A~TownInterior~MOD	Title='Basket <color=yellow>Town Interiors</color>'.
Basket_A~WoodLand~MOD	Title='Basket <color=yellow>Woodland</color>'.
Basket_B~Catacombs~MOD	Title='Basket <color=yellow>Catacombs</color>'.
Basket_B~LavaCaves~MOD	Title='Basket <color=yellow>Lava Caves</color>'.
Basket_B~Town~MOD	Title='Basket <color=yellow>Town</color>'.
Basket_B~TownInterior~MOD	Title='Basket <color=yellow>Town Interiors</color>'.
Basket_B~WoodLand~MOD	Title='Basket <color=yellow>Woodland</color>'.
Beam~TownInterior~MOD	Title='Column <color=yellow>Town Interiors</color>'.
BeamScreen_A~TownInterior~MOD	Title='Beam Screen <color=yellow>Town Interiors</color>'.
BeamScreen_B~TownInterior~MOD	Title='Beam Screen <color=yellow>Town Interiors</color>'.
Bed_A~ElvenPalace~MOD	Title='Bed <color=yellow>Elven Palace</color>'.
Bed_A~Stronghold~MOD	Title='Bed <color=yellow>Stronghold</color>'.
Bed_A~TownInterior~MOD	Title='Bed <color=yellow>Town Interiors</color>'.
Bed_A~WoodLand~MOD	Title='Bed <color=yellow>Woodland</color>'.
Bed_B~ElvenPalace~MOD	Title='Bed <color=yellow>Elven Palace</color>'.
Bed_B~Stronghold~MOD	Title='Bed <color=yellow>Stronghold</color>'.
Bed_B~TownInterior~MOD	Title='Bed <color=yellow>Town Interiors</color>'.
Bed_C~Stronghold~MOD	Title='Bed <color=yellow>Stronghold</color>'.
Bed_C~TownInterior~MOD	Title='Bed <color=yellow>Town Interiors</color>'.
Bed_C~WoodLand~MOD	Title='Bed <color=yellow>Woodland</color>'.
Bedroll_A~Catacombs~MOD	Title='Bedroll <color=yellow>Catacombs</color>'.
Bedroll_A~LavaCaves~MOD	Title='Bedroll <color=yellow>Lava Caves</color>'.
Bedroll_A~Sewers~MOD	Title='Bedroll <color=yellow>Sewers</color>'.
Bedroll_A~WoodLand~MOD	Title='Bedroll <color=yellow>Woodland</color>'.
Bedroll_B~Catacombs~MOD	Title='Bedroll <color=yellow>Catacombs</color>'.
Bedroll_B~LavaCaves~MOD	Title='Bedroll <color=yellow>Lava Caves</color>'.
Bedroll_B~Sewers~MOD	Title='Bedroll <color=yellow>Sewers</color>'.
Bedroll_B~WoodLand~MOD	Title='Bedroll <color=yellow>Woodland</color>'.
Bedroll_C~Catacombs~MOD	Title='Bedroll <color=yellow>Catacombs</color>'.
Bedroll_C~LavaCaves~MOD	Title='Bedroll <color=yellow>Lava Caves</color>'.
Bedroll_C~Sewers~MOD	Title='Bedroll <color=yellow>Sewers</color>'.
Bedroll_C~WoodLand~MOD	Title='Bedroll <color=yellow>Woodland</color>'.
Bedroll_D~Catacombs~MOD	Title='Bedroll <color=yellow>Catacombs</color>'.
Bedroll_D~LavaCaves~MOD	Title='Bedroll <color=yellow>Lava Caves</color>'.
Bedroll_D~Sewers~MOD	Title='Bedroll <color=yellow>Sewers</color>'.
Bedroll_D~WoodLand~MOD	Title='Bedroll <color=yellow>Woodland</color>'.
Bedroll_Tent_A~WoodLand~MOD	Title='Tent <color=yellow>Woodland</color>'.
Bedroll_Tent_B~WoodLand~MOD	Title='Tent <color=yellow>Woodland</color>'.
Bench_A~Catacombs~MOD	Title='Bench <color=yellow>Catacombs</color>'.
Bench_A~ElvenPalace~MOD	Title='Bench <color=yellow>Elven Palace</color>'.
Bench_A~Necropolis~MOD	Title='Bench <color=yellow>Necropolis</color>'.
Bench_A~Sewers~MOD	Title='Bench <color=yellow>Sewers</color>'.
Bench_A~Stronghold~MOD	Title='Bench <color=yellow>Stronghold</color>'.
Bench_A~TownInterior~MOD	Title='Bench <color=yellow>Town Interiors</color>'.
Bench_A~WoodLand~MOD	Title='Bench <color=yellow>Woodland</color>'.
Bench_B~Catacombs~MOD	Title='Bench <color=yellow>Catacombs</color>'.
Bench_B~ElvenPalace~MOD	Title='Bench <color=yellow>Elven Palace</color>'.
Bench_B~Sewers~MOD	Title='Bench <color=yellow>Sewers</color>'.
Bench_B~Stronghold~MOD	Title='Bench <color=yellow>Stronghold</color>'.
Bench_C~ElvenPalace~MOD	Title='Bench <color=yellow>Elven Palace</color>'.
Bench_C~Stronghold~MOD	Title='Bench <color=yellow>Stronghold</color>'.
BigColumn_Bottom~TownInterior~MOD	Title='Column <color=yellow>Town Interiors</color>'.
Birdcage~ElvenPalace~MOD	Title='Birdcage <color=yellow>Elven Palace</color>'.
Birdcage~TownInterior~MOD	Title='Birdcage <color=yellow>Town Interiors</color>'.
Block_A~Catacombs~MOD	Title='Block <color=yellow>Catacombs</color>'.
Block_A~ElvenPalace~MOD	Title='Block <color=yellow>Elven Palace</color>'.
Block_A~LavaCaves~MOD	Title='Block <color=yellow>Lava Caves</color>'.
Block_A~Necropolis~MOD	Title='Block <color=yellow>Necropolis</color>'.
Block_A~Sewers~MOD	Title='Block <color=yellow>Sewers</color>'.
Block_A~Stronghold~MOD	Title='Block <color=yellow>Stronghold</color>'.
Block_B~Catacombs~MOD	Title='Block <color=yellow>Catacombs</color>'.
Block_B~ElvenPalace~MOD	Title='Block <color=yellow>Elven Palace</color>'.
Block_B~LavaCaves~MOD	Title='Block <color=yellow>Lava Caves</color>'.
Block_B~Necropolis~MOD	Title='Block <color=yellow>Necropolis</color>'.
Block_B~Sewers~MOD	Title='Block <color=yellow>Sewers</color>'.
Block_B~Stronghold~MOD	Title='Block <color=yellow>Stronghold</color>'.
Block_D~LavaCaves~MOD	Title='Block <color=yellow>Lava Caves</color>'.
Blockers~Catacombs~MOD	Title='Blockers Catacombs<color=yellow> [MODDED]</color>'.
Blockers~ElvenPalace~MOD	Title='Blockers Elven Palace<color=yellow> [MODDED]</color>'.
Blockers~Jungle~MOD	Title='Blockers Jungle<color=yellow> [MODDED]</color>'.
Blockers~LavaCaves~MOD	Title='Blockers Lava Caves<color=yellow> [MODDED]</color>'.
Blockers~Necropolis~MOD	Title='Blockers Necropolis<color=yellow> [MODDED]</color>'.
Blockers~Sewers~MOD	Title='Blockers Sewers<color=yellow> [MODDED]</color>'.
Blockers~Stronghold~MOD	Title='Blockers Stronghold<color=yellow> [MODDED]</color>'.
Blockers~Town~MOD	Title='Blockers Town<color=yellow> [MODDED]</color>'.
Blockers~TownInterior~MOD	Title='Blockers Town Interiors<color=yellow> [MODDED]</color>'.
Blockers~WoodLand~MOD	Title='Blockers Woodland<color=yellow> [MODDED]</color>'.
Bookshelf_A_Covered~Stronghold~MOD	Title='Bookshelf <color=yellow>Stronghold</color>'.
Bookshelf_A~ElvenPalace~MOD	Title='Bookshelf <color=yellow>Elven Palace</color>'.
Bookshelf_A~Stronghold~MOD	Title='Bookshelf <color=yellow>Stronghold</color>'.
Bookshelf_A~TownInterior~MOD	Title='Bookshelf <color=yellow>Town Interiors</color>'.
Bookshelf_B_Covered~Stronghold~MOD	Title='Bookshelf <color=yellow>Stronghold</color>'.
Bookshelf_B~ElvenPalace~MOD	Title='Bookshelf <color=yellow>Elven Palace</color>'.
Bookshelf_B~Stronghold~MOD	Title='Bookshelf <color=yellow>Stronghold</color>'.
Bookshelf_B~TownInterior~MOD	Title='Bookshelf <color=yellow>Town Interiors</color>'.
Bookshelf_C~ElvenPalace~MOD	Title='Bookshelf <color=yellow>Elven Palace</color>'.
Bookshelf_C~Stronghold~MOD	Title='Bookshelf <color=yellow>Stronghold</color>'.
Bookshelf_D~ElvenPalace~MOD	Title='Bookshelf <color=yellow>Elven Palace</color>'.
Bookshelf_D~Stronghold~MOD	Title='Bookshelf <color=yellow>Stronghold</color>'.
Bookshelf_D~TownInterior~MOD	Title='Bookshelf <color=yellow>Town Interiors</color>'.
Bookshelf_E~ElvenPalace~MOD	Title='Bookshelf <color=yellow>Elven Palace</color>'.
Bookshelf_E~Stronghold~MOD	Title='Bookshelf <color=yellow>Stronghold</color>'.
BookStack_A~ElvenPalace~MOD	Title='Book Stack <color=yellow>Elven Palace</color>'.
BookStack_A~Stronghold~MOD	Title='Book Stack <color=yellow>Stronghold</color>'.
BookStack_A~TownInterior~MOD	Title='Book Stack <color=yellow>Town Interiors</color>'.
BookStack_B~ElvenPalace~MOD	Title='Book Stack <color=yellow>Elven Palace</color>'.
BookStack_B~Stronghold~MOD	Title='Book Stack <color=yellow>Stronghold</color>'.
BookStack_B~TownInterior~MOD	Title='Book Stack <color=yellow>Town Interiors</color>'.
BookStack_C~ElvenPalace~MOD	Title='Book Stack <color=yellow>Elven Palace</color>'.
BookStack_C~Stronghold~MOD	Title='Book Stack <color=yellow>Stronghold</color>'.
BookStack_C~TownInterior~MOD	Title='Book Stack <color=yellow>Town Interiors</color>'.
Brasero_A~Catacombs~MOD	Title='Brazier <color=yellow>Catacombs</color>'.
Brasero_A~LavaCaves~MOD	Title='Brazier <color=yellow>Lava Caves</color>'.
Brasero_B~Catacombs~MOD	Title='Brazier <color=yellow>Catacombs</color>'.
Brasero_B~LavaCaves~MOD	Title='Brazier <color=yellow>Lava Caves</color>'.
Bridge_A~Catacombs~MOD	Title='Bridge <color=yellow>Catacombs</color>'.
Bridge_A~Sewers~MOD	Title='Bridge <color=yellow>Sewers</color>'.
Bridge_B~Catacombs~MOD	Title='Bridge <color=yellow>Catacombs</color>'.
Bridge_B~Sewers~MOD	Title='Bridge <color=yellow>Sewers</color>'.
Bridge_C~Catacombs~MOD	Title='Bridge <color=yellow>Catacombs</color>'.
Bridge_C~Sewers~MOD	Title='Bridge <color=yellow>Sewers</color>'.
Bridge_Entrance~Town~MOD	Title='Double Door on Bridge <color=yellow>Town</color>'.
Bridge~Town~MOD	Title='Bridge <color=yellow>Town</color>'.
Building_Cabin_12C~WoodLand~MOD	Title='Small Cabin <color=yellow>Woodland</color>'.
Building_Lodge_24C~WoodLand~MOD	Title='Large Lodge <color=yellow>Woodland</color>'.
BurningDebris_A~Town~MOD	Title='Burning Debris <color=yellow>Town</color>'.
BurningDebris_A~WoodLand~MOD	Title='Burning Debris <color=yellow>Woodland</color>'.
BurningDebris_B~Town~MOD	Title='Burning Debris <color=yellow>Town</color>'.
BurningDebris_B~WoodLand~MOD	Title='Burning Debris <color=yellow>Woodland</color>'.
BurningDebris_C~Town~MOD	Title='Burning Debris <color=yellow>Town</color>'.
BurningDebris_C~WoodLand~MOD	Title='Burning Debris <color=yellow>Woodland</color>'.
BurningDebris_D~Town~MOD	Title='Burning Debris <color=yellow>Town</color>'.
BurningDebris_D~WoodLand~MOD	Title='Burning Debris <color=yellow>Woodland</color>'.
BurningDebris_E~Town~MOD	Title='Burning Debris <color=yellow>Town</color>'.
BurningDebris_E~WoodLand~MOD	Title='Burning Debris <color=yellow>Woodland</color>'.
Bushes_A~Town~MOD	Title='Bushes <color=yellow>Town</color>'.
Bushes_A~WoodLand~MOD	Title='Bushes <color=yellow>Woodland</color>'.
Bushes_B~Town~MOD	Title='Bushes <color=yellow>Town</color>'.
Bushes_B~WoodLand~MOD	Title='Bushes <color=yellow>Woodland</color>'.
Bushes_C~Town~MOD	Title='Bushes <color=yellow>Town</color>'.
Bushes_C~WoodLand~MOD	Title='Bushes <color=yellow>Woodland</color>'.
Cabinet_A~ElvenPalace~MOD	Title='Cabinet <color=yellow>Elven Palace</color>'.
Cabinet_A~Stronghold~MOD	Title='Cabinet <color=yellow>Stronghold</color>'.
Cabinet_A~TownInterior~MOD	Title='Cabinet <color=yellow>Town Interiors</color>'.
Cabinet_B~ElvenPalace~MOD	Title='Cabinet <color=yellow>Elven Palace</color>'.
Cabinet_B~Stronghold~MOD	Title='Cabinet <color=yellow>Stronghold</color>'.
Cabinet_B~TownInterior~MOD	Title='Cabinet <color=yellow>Town Interiors</color>'.
Cabinet_C~TownInterior~MOD	Title='Cabinet <color=yellow>Town Interiors</color>'.
Cabinet_Covered_A~Stronghold~MOD	Title='Cabinet <color=yellow>Stronghold</color>'.
Cabinet_Covered_A~TownInterior~MOD	Title='Cabinet <color=yellow>Town Interiors</color>'.
Cabinet_Covered_B~Stronghold~MOD	Title='Cabinet <color=yellow>Stronghold</color>'.
Cabinet_Covered_B~TownInterior~MOD	Title='Cabinet <color=yellow>Town Interiors</color>'.
Cage_A~LavaCaves~MOD	Title='Cage <color=yellow>Lava Caves</color>'.
Cage_A~Sewers~MOD	Title='Cage <color=yellow>Sewers</color>'.
Cage_B~LavaCaves~MOD	Title='Cage <color=yellow>Lava Caves</color>'.
Cage_B~Sewers~MOD	Title='Cage <color=yellow>Sewers</color>'.
Camp_Bed_A~Stronghold~MOD	Title='Long Rest Bed <color=yellow>Stronghold</color>'.
Camp_Bed_A~TownInterior~MOD	Title='Long Rest Bed <color=yellow>Town Interiors</color>'.
Camp_Bed_B~ElvenPalace~MOD	Title='Long Rest Bed <color=yellow>Elven Palace</color>'.
Camp_Bed_B~TownInterior~MOD	Title='Long Rest Bed <color=yellow>Town Interiors</color>'.
Camp_Bed_C~TownInterior~MOD	Title='Long Rest Bed <color=yellow>Town Interiors</color>'.
Camp_Bed_C~WoodLand~MOD	Title='Long Rest Bed <color=yellow>Woodland</color>'.
Campfire~Catacombs~MOD	Title='Campfire <color=yellow>Catacombs</color>'.
Campfire~ElvenPalace~MOD	Title='Campfire <color=yellow>Elven Palace</color>'.
Campfire~LavaCaves~MOD	Title='Campfire <color=yellow>Lava Caves</color>'.
Campfire~Necropolis~MOD	Title='Campfire <color=yellow>Necropolis</color>'.
Campfire~Sewers~MOD	Title='Campfire <color=yellow>Sewers</color>'.
Campfire~Stronghold~MOD	Title='Campfire <color=yellow>Stronghold</color>'.
Campfire~Town~MOD	Title='Campfire <color=yellow>Town</color>'.
Campfire~WoodLand~MOD	Title='Campfire <color=yellow>Woodland</color>'.
Candelabra_A~Catacombs~MOD	Title='Candelabra <color=yellow>Catacombs</color>'.
Candelabra_A~ElvenPalace~MOD	Title='Candelabra <color=yellow>Elven Palace</color>'.
Candelabra_A~Necropolis~MOD	Title='Candelabra <color=yellow>Necropolis</color>'.
Candelabra_A~Stronghold~MOD	Title='Candelabra <color=yellow>Stronghold</color>'.
Candelabra_A~TownInterior~MOD	Title='Candelabra <color=yellow>Town Interiors</color>'.
Candelabra_Covered_A~Stronghold~MOD	Title='Candelabra <color=yellow>Stronghold</color>'.
Caravan_A~Town~MOD	Title='Caravan <color=yellow>Town</color>'.
Caravan_A~WoodLand~MOD	Title='Caravan <color=yellow>Woodland</color>'.
Caravan_B~Town~MOD	Title='Caravan <color=yellow>Town</color>'.
Caravan_B~WoodLand~MOD	Title='Caravan <color=yellow>Woodland</color>'.
Carpet_A~ElvenPalace~MOD	Title='Carpet <color=yellow>Elven Palace</color>'.
Carpet_A~Stronghold~MOD	Title='Carpet <color=yellow>Stronghold</color>'.
Carpet_A~TownInterior~MOD	Title='Carpet <color=yellow>Town Interiors</color>'.
Carpet_B~Catacombs~MOD	Title='Carpet <color=yellow>Catacombs</color>'.
Carpet_B~ElvenPalace~MOD	Title='Carpet <color=yellow>Elven Palace</color>'.
Carpet_B~LavaCaves~MOD	Title='Carpet <color=yellow>Lava Caves</color>'.
Carpet_B~Sewers~MOD	Title='Carpet <color=yellow>Sewers</color>'.
Carpet_B~Stronghold~MOD	Title='Carpet <color=yellow>Stronghold</color>'.
Carpet_B~TownInterior~MOD	Title='Carpet <color=yellow>Town Interiors</color>'.
Carpet_B~WoodLand~MOD	Title='Carpet <color=yellow>Woodland</color>'.
Carpet_C~Catacombs~MOD	Title='Carpet <color=yellow>Catacombs</color>'.
Carpet_C~ElvenPalace~MOD	Title='Carpet <color=yellow>Elven Palace</color>'.
Carpet_C~LavaCaves~MOD	Title='Carpet <color=yellow>Lava Caves</color>'.
Carpet_C~Sewers~MOD	Title='Carpet <color=yellow>Sewers</color>'.
Carpet_C~Stronghold~MOD	Title='Carpet <color=yellow>Stronghold</color>'.
Carpet_C~TownInterior~MOD	Title='Carpet <color=yellow>Town Interiors</color>'.
Carpet_C~WoodLand~MOD	Title='Carpet <color=yellow>Woodland</color>'.
Carpet_D~TownInterior~MOD	Title='Carpet <color=yellow>Town Interiors</color>'.
Carpet_E~TownInterior~MOD	Title='Carpet <color=yellow>Town Interiors</color>'.
