Name	Type	DatabaseType	GUID
Blockers~WoodLand~MOD	BlueprintCategory	BlueprintCategory	5ab49792-2ad4-5dd7-97b9-39a07aa34131
EmptyRooms~Catacombs~MOD	BlueprintCategory	BlueprintCategory	e3e70092-c09d-5ab1-a047-42643562594d
EmptyRooms~ElvenPalace~MOD	BlueprintCategory	BlueprintCategory	3d71a85e-6caf-5fe8-9ff6-c35a5c90f571
EmptyRooms~Jungle~MOD	BlueprintCategory	BlueprintCategory	943d93c0-2612-59a9-9d19-5391ca3965f1
EmptyRooms~LavaCaves~MOD	BlueprintCategory	BlueprintCategory	3f3423c5-3490-53f6-abb8-27eed284b17c
EmptyRooms~Necropolis~MOD	BlueprintCategory	BlueprintCategory	209dafa8-d517-5e13-8dbb-bf3683767b26
EmptyRooms~Sewers~MOD	BlueprintCategory	BlueprintCategory	b35ac669-d614-5ec4-9f0e-ec742f05ba1c
EmptyRooms~Stronghold~MOD	BlueprintCategory	BlueprintCategory	62638f71-4909-5f88-b1b9-fbb6ba7879c0
EmptyRooms~Town~MOD	BlueprintCategory	BlueprintCategory	dfcba5f7-d0af-5c3f-95fb-5dc2ee7ee64f
EmptyRooms~TownInterior~MOD	BlueprintCategory	BlueprintCategory	68f4afd5-3cd1-5016-a432-fd9dd125fbff
EmptyRooms~WoodLand~MOD	BlueprintCategory	BlueprintCategory	a5a2ddd7-5535-54f1-86b3-1e2be85a24aa
Encounter~Catacombs~MOD	BlueprintCategory	BlueprintCategory	622f974e-e16e-503a-b235-022b1642080a
Encounter~ElvenPalace~MOD	BlueprintCategory	BlueprintCategory	8e1e72fe-8b41-54e8-bce8-08bf0029eb8e
Encounter~Jungle~MOD	BlueprintCategory	BlueprintCategory	2d4d2eac-2e80-5540-b3bd-ddf89365f1a3
Encounter~LavaCaves~MOD	BlueprintCategory	BlueprintCategory	9dc00222-a0dc-50dd-878e-5667f47e7d9f
Encounter~Necropolis~MOD	BlueprintCategory	BlueprintCategory	169fce7f-04cb-5d32-812e-ba17ebc63a02
Encounter~Sewers~MOD	BlueprintCategory	BlueprintCategory	13016ae3-915f-5c48-a499-2f1bb90ba1e4
Encounter~Stronghold~MOD	BlueprintCategory	BlueprintCategory	975fffda-5a8a-5280-ab1f-74e81b4ea920
Encounter~Town~MOD	BlueprintCategory	BlueprintCategory	776fa376-c1b6-55bf-bfd2-3ec0234ad6ff
Encounter~TownInterior~MOD	BlueprintCategory	BlueprintCategory	337d72b6-60c8-589c-8fce-28e68c82ac35
Encounter~WoodLand~MOD	BlueprintCategory	BlueprintCategory	ce0fab3d-3424-5fd8-b5f6-8b4903d60393
FurnishedRooms~Catacombs~MOD	BlueprintCategory	BlueprintCategory	d12409e9-9880-5e7d-9dd9-f07171a4dbaa
FurnishedRooms~ElvenPalace~MOD	BlueprintCategory	BlueprintCategory	2bdeefb3-fbc6-5c9c-bf2d-d0a12424ebe6
FurnishedRooms~Jungle~MOD	BlueprintCategory	BlueprintCategory	3ee5de49-3e86-52ac-935b-c0e4bd684c8e
FurnishedRooms~LavaCaves~MOD	BlueprintCategory	BlueprintCategory	c95f5757-8116-5a7a-9445-ce642fe9d1a0
FurnishedRooms~Necropolis~MOD	BlueprintCategory	BlueprintCategory	e82374b3-408e-58db-aa6c-ef28f84952f0
FurnishedRooms~Sewers~MOD	BlueprintCategory	BlueprintCategory	1adce67c-9e7e-5b46-8ee4-a54315319e46
FurnishedRooms~Stronghold~MOD	BlueprintCategory	BlueprintCategory	6685cf8f-1f59-5137-8bf9-22bf421b7206
FurnishedRooms~Town~MOD	BlueprintCategory	BlueprintCategory	4404705c-b915-5ca9-8d12-3d36698a7400
FurnishedRooms~TownInterior~MOD	BlueprintCategory	BlueprintCategory	ab8697b2-79a7-59c0-a740-faf1ea3f83ff
FurnishedRooms~WoodLand~MOD	BlueprintCategory	BlueprintCategory	66d739a1-7065-53a9-ba25-2dc5e20561bd
Furniture~Catacombs~MOD	BlueprintCategory	BlueprintCategory	db2f2792-e488-5a67-a000-99596da07e80
Furniture~ElvenPalace~MOD	BlueprintCategory	BlueprintCategory	3784fcbe-0d5b-506a-a2bf-8b1d8b212b0f
Furniture~Jungle~MOD	BlueprintCategory	BlueprintCategory	768dd3fc-8349-5f53-9a71-918ade6cca14
Furniture~LavaCaves~MOD	BlueprintCategory	BlueprintCategory	a40b1d68-9dd4-56c1-963c-2a384fbd9466
Furniture~Necropolis~MOD	BlueprintCategory	BlueprintCategory	c965d06d-6259-5582-8ceb-05441480a866
Furniture~Sewers~MOD	BlueprintCategory	BlueprintCategory	0d65062b-ed8b-599e-817b-420cfc193fa1
Furniture~Stronghold~MOD	BlueprintCategory	BlueprintCategory	a942b6e7-ec71-5c75-baed-8f29639c533d
Furniture~Town~MOD	BlueprintCategory	BlueprintCategory	c4779bfb-22ed-5946-af67-480f425d0380
Furniture~TownInterior~MOD	BlueprintCategory	BlueprintCategory	faa20f27-340f-50ea-98a8-10a816cff156
Furniture~WoodLand~MOD	BlueprintCategory	BlueprintCategory	e03b84aa-422a-586d-aa3e-4cc37932f9ea
Harvestable~Catacombs~MOD	BlueprintCategory	BlueprintCategory	aa50d594-67f7-535b-8dab-66da6be51ade
Harvestable~ElvenPalace~MOD	BlueprintCategory	BlueprintCategory	8188fcf7-6545-5674-adec-4feeff609be3
Harvestable~Jungle~MOD	BlueprintCategory	BlueprintCategory	e17580b4-0cf6-58fa-80cd-24c482394c3c
Harvestable~LavaCaves~MOD	BlueprintCategory	BlueprintCategory	3c08dbce-ad39-5dc8-9ded-8f948e5b0512
Harvestable~Necropolis~MOD	BlueprintCategory	BlueprintCategory	2e6065a3-acde-537d-b5cc-7c20eb24bbb9
Harvestable~Sewers~MOD	BlueprintCategory	BlueprintCategory	54bd0a28-f972-55b1-8bff-824102c21b6f
Harvestable~Stronghold~MOD	BlueprintCategory	BlueprintCategory	28b59787-4b47-5374-9f7d-d34361f78c35
Harvestable~Town~MOD	BlueprintCategory	BlueprintCategory	ff34504e-e116-5e30-87b3-d0afdf1e5238
Harvestable~TownInterior~MOD	BlueprintCategory	BlueprintCategory	71d97bb4-36d9-51b8-ae63-f3b5606d0777
Harvestable~WoodLand~MOD	BlueprintCategory	BlueprintCategory	64ea4def-507b-57f4-a587-e733dad612f3
Lighting~Catacombs~MOD	BlueprintCategory	BlueprintCategory	e3c45dba-cb0d-5717-8689-8e64cf3d3d34
Lighting~ElvenPalace~MOD	BlueprintCategory	BlueprintCategory	e9954ae7-4582-5d31-9aa2-a2e35c884b26
Lighting~Jungle~MOD	BlueprintCategory	BlueprintCategory	f31b474f-9b8a-5bd2-8d04-a757e4f6ea96
Lighting~LavaCaves~MOD	BlueprintCategory	BlueprintCategory	eddf712d-aeda-5357-ba79-31febff18b57
Lighting~Necropolis~MOD	BlueprintCategory	BlueprintCategory	b8a67804-5298-5a8c-8eae-59c9bb3d98af
Lighting~Sewers~MOD	BlueprintCategory	BlueprintCategory	19af156e-7d27-5a1e-a0a4-f0bf83b166ef
Lighting~Stronghold~MOD	BlueprintCategory	BlueprintCategory	77213a89-572c-5d0d-aa66-4856fd4d45aa
Lighting~Town~MOD	BlueprintCategory	BlueprintCategory	566a56b7-1079-59be-9687-b1e7bf8f194c
Lighting~TownInterior~MOD	BlueprintCategory	BlueprintCategory	201e80d8-5e52-5159-9b5f-1a1d37bbf642
Lighting~WoodLand~MOD	BlueprintCategory	BlueprintCategory	79b94e4c-cf15-53ff-818c-eecceed549f6
Loot~Catacombs~MOD	BlueprintCategory	BlueprintCategory	2bf3f25b-7a47-5d44-8c78-a453bf10cf00
Loot~ElvenPalace~MOD	BlueprintCategory	BlueprintCategory	baa84f22-5779-5a8b-90cc-bedbccf567a2
Loot~Jungle~MOD	BlueprintCategory	BlueprintCategory	f0f8605b-6259-56d5-a54e-f597c4cf6d3f
Loot~LavaCaves~MOD	BlueprintCategory	BlueprintCategory	b37d2329-2322-5842-9040-dd0d23133faa
Loot~Necropolis~MOD	BlueprintCategory	BlueprintCategory	4e1768da-3528-5bb3-8223-8b653c3d5d07
Loot~Sewers~MOD	BlueprintCategory	BlueprintCategory	5f3d24ee-ac58-5d2a-b4e1-f2d3afecc370
Loot~Stronghold~MOD	BlueprintCategory	BlueprintCategory	8e93d9ee-686a-599d-86ca-d82e994bf6cd
Loot~Town~MOD	BlueprintCategory	BlueprintCategory	31588b23-0ecb-59e3-8d79-9ed88a024e75
Loot~TownInterior~MOD	BlueprintCategory	BlueprintCategory	f4bc8305-552b-5b72-9d95-e0db3bd458b9
Loot~WoodLand~MOD	BlueprintCategory	BlueprintCategory	8a3fbe5e-3b7b-5764-8c89-a502bef4eff1
Lore~Catacombs~MOD	BlueprintCategory	BlueprintCategory	135faa7f-c1af-573e-b126-c635e884b34d
Lore~ElvenPalace~MOD	BlueprintCategory	BlueprintCategory	3fd99701-8484-56c6-8bb0-ed93adf52fb0
Lore~Jungle~MOD	BlueprintCategory	BlueprintCategory	4f6d04a7-965d-5490-9d9a-21a7ef7d8180
Lore~LavaCaves~MOD	BlueprintCategory	BlueprintCategory	cd37866d-5aa3-5c87-a650-a74c5fd3c568
Lore~Necropolis~MOD	BlueprintCategory	BlueprintCategory	5cb239d8-e54e-5dd1-9839-9dd8b1bae8d5
Lore~Sewers~MOD	BlueprintCategory	BlueprintCategory	b7c6afe5-1269-50cc-8ac8-fc4014ed7e95
Lore~Stronghold~MOD	BlueprintCategory	BlueprintCategory	dfacfffe-906e-5a0d-a40c-412817ce124c
Lore~Town~MOD	BlueprintCategory	BlueprintCategory	0b75f8e4-2bbc-50ff-9030-04a39d094df8
Lore~TownInterior~MOD	BlueprintCategory	BlueprintCategory	c80b5e38-4fb7-56e1-8704-8bc7e0c8de05
Lore~WoodLand~MOD	BlueprintCategory	BlueprintCategory	335f34b0-5227-5238-b732-3f5f729ec528
Navigation~Catacombs~MOD	BlueprintCategory	BlueprintCategory	d147de35-a713-5f9f-9285-b69ff8fb5df2
Navigation~ElvenPalace~MOD	BlueprintCategory	BlueprintCategory	9ff5e4ca-6336-5679-8782-79957cf4d5f4
Navigation~Jungle~MOD	BlueprintCategory	BlueprintCategory	1910338f-2f92-5633-859f-a3f33162df40
Navigation~LavaCaves~MOD	BlueprintCategory	BlueprintCategory	5c189f9e-c2dc-585a-a191-480414f0b07a
Navigation~Necropolis~MOD	BlueprintCategory	BlueprintCategory	be68fa26-4adc-527e-a175-e283d895d3a9
Navigation~Sewers~MOD	BlueprintCategory	BlueprintCategory	c22aaed5-2360-5042-9005-13086410bc33
Navigation~Stronghold~MOD	BlueprintCategory	BlueprintCategory	a4441f31-a83d-5297-adae-b4ab2ced1578
Navigation~Town~MOD	BlueprintCategory	BlueprintCategory	8f410904-a3cc-5b55-a6bc-6c68c2d77273
Navigation~TownInterior~MOD	BlueprintCategory	BlueprintCategory	a99027b8-68de-5afe-ad3b-05aab348bf31
Navigation~WoodLand~MOD	BlueprintCategory	BlueprintCategory	38b0ab62-bf90-51c8-8dd0-14bc0cb6c0a2
Obstacle~Catacombs~MOD	BlueprintCategory	BlueprintCategory	f53bc6aa-94a4-5a6d-93db-a4cc972d6acf
Obstacle~ElvenPalace~MOD	BlueprintCategory	BlueprintCategory	d9d67656-c78e-525c-a449-aea9f859d9c7
Obstacle~Jungle~MOD	BlueprintCategory	BlueprintCategory	33cbced4-fe42-56b4-9a12-83c7db6ad29a
Obstacle~LavaCaves~MOD	BlueprintCategory	BlueprintCategory	37e78365-201e-5fa7-bf05-01ec4ec58554
Obstacle~Necropolis~MOD	BlueprintCategory	BlueprintCategory	80fc3556-bdbe-58d9-8099-26de4efcf51a
Obstacle~Sewers~MOD	BlueprintCategory	BlueprintCategory	fa288f06-1804-58fb-be3a-248f8612aa6b
Obstacle~Stronghold~MOD	BlueprintCategory	BlueprintCategory	d559d548-e483-5874-bd74-2d89e114873c
Obstacle~Town~MOD	BlueprintCategory	BlueprintCategory	c884ab4c-2d11-59f0-8320-3b68218bc5b4
Obstacle~TownInterior~MOD	BlueprintCategory	BlueprintCategory	13567d25-b88e-5961-a200-96ca65759213
Obstacle~WoodLand~MOD	BlueprintCategory	BlueprintCategory	488216f3-81b9-5821-a744-c2297cc6a3d9
Openings~Catacombs~MOD	BlueprintCategory	BlueprintCategory	339bbaa9-ab76-5f6f-abbd-79e58e191ae2
Openings~ElvenPalace~MOD	BlueprintCategory	BlueprintCategory	f950624d-7f42-5c0e-b6de-ff5ccf084fd1
Openings~Jungle~MOD	BlueprintCategory	BlueprintCategory	1df2333d-8295-5ffc-b0c1-c26b934c4436
Openings~LavaCaves~MOD	BlueprintCategory	BlueprintCategory	30b78d71-2bc3-51b1-a8e5-21f126e7f028
Openings~Necropolis~MOD	BlueprintCategory	BlueprintCategory	23a0df07-ecbd-50dc-b66a-83816d079bf9
Openings~Sewers~MOD	BlueprintCategory	BlueprintCategory	a8451882-eb65-5ff6-969d-2aa6e680da74
Openings~Stronghold~MOD	BlueprintCategory	BlueprintCategory	4e84cd94-1897-5104-8677-e89c41c073cd
Openings~Town~MOD	BlueprintCategory	BlueprintCategory	a3b7a80d-21b2-5e2d-ae7a-687021f209d6
Openings~TownInterior~MOD	BlueprintCategory	BlueprintCategory	985d02d2-447e-54dc-a9da-aa78ed4e53fe
Openings~WoodLand~MOD	BlueprintCategory	BlueprintCategory	98b21ac1-95ce-527b-bb58-0bda09786fa9
Ornaments~Catacombs~MOD	BlueprintCategory	BlueprintCategory	c0b90397-aac2-55c0-9053-163773d7f732
Ornaments~ElvenPalace~MOD	BlueprintCategory	BlueprintCategory	5477ee89-2516-55e3-a8c9-0c266eacec8d
Ornaments~Jungle~MOD	BlueprintCategory	BlueprintCategory	1a88d4e1-0795-593d-b5e5-c9e9bdaac197
Ornaments~LavaCaves~MOD	BlueprintCategory	BlueprintCategory	e138b74c-2eea-5e86-b6f3-02f37fb9b686
Ornaments~Necropolis~MOD	BlueprintCategory	BlueprintCategory	7c87dd93-9bd0-507d-81f9-f5616d6ba62b
Ornaments~Sewers~MOD	BlueprintCategory	BlueprintCategory	11c1f34f-9767-5c1c-a640-0d51699106c1
Ornaments~Stronghold~MOD	BlueprintCategory	BlueprintCategory	70858663-2ba7-5877-8e27-08a2cd43e030
Ornaments~Town~MOD	BlueprintCategory	BlueprintCategory	f2db99e6-1270-50e3-9aa4-dcf4d69f1f8a
Ornaments~TownInterior~MOD	BlueprintCategory	BlueprintCategory	0a0c486d-7eee-52f1-87da-5651b1f6b091
Ornaments~WoodLand~MOD	BlueprintCategory	BlueprintCategory	ceb0af58-599f-5459-87e5-9d77ac260373
Partitions~Catacombs~MOD	BlueprintCategory	BlueprintCategory	6d393926-4e12-53d3-9255-9def1fe54be5
Partitions~ElvenPalace~MOD	BlueprintCategory	BlueprintCategory	17853752-5f4b-59ee-80e6-45d0b9c0fb73
Partitions~Jungle~MOD	BlueprintCategory	BlueprintCategory	452d5c70-000e-5323-b8b9-c429566220e6
Partitions~LavaCaves~MOD	BlueprintCategory	BlueprintCategory	0e3b1506-86d9-53b0-8687-b88d65739491
Partitions~Necropolis~MOD	BlueprintCategory	BlueprintCategory	828d2efa-d681-5491-9a3d-010540e7547f
Partitions~Sewers~MOD	BlueprintCategory	BlueprintCategory	10262e56-0b80-5647-97e2-aba39dde9168
Partitions~Stronghold~MOD	BlueprintCategory	BlueprintCategory	31c4f0a0-52c0-51aa-8a01-d3b522de9b6a
Partitions~Town~MOD	BlueprintCategory	BlueprintCategory	b16fe61b-74e9-5bc4-8e00-0d3d9c7cfa8d
Partitions~TownInterior~MOD	BlueprintCategory	BlueprintCategory	a36ebdd8-6dba-5733-bf72-0b8aa131d475
Partitions~WoodLand~MOD	BlueprintCategory	BlueprintCategory	219b019e-a31c-5603-83c6-ba3de34678dd
Resting~Catacombs~MOD	BlueprintCategory	BlueprintCategory	1ba4a9bf-ec32-5d39-aed5-d99816d91dcf
Resting~ElvenPalace~MOD	BlueprintCategory	BlueprintCategory	79fcaafa-45ae-5883-86cb-3952398419bb
Resting~Jungle~MOD	BlueprintCategory	BlueprintCategory	874a93a0-e437-5411-b6b6-d63c9defdef7
Resting~LavaCaves~MOD	BlueprintCategory	BlueprintCategory	5d5f5851-5fb5-5e22-841f-12eb8eab915c
Resting~Necropolis~MOD	BlueprintCategory	BlueprintCategory	9a948c7c-8044-5293-aa66-9bafa9d64cb2
Resting~Sewers~MOD	BlueprintCategory	BlueprintCategory	607914cc-cbbd-5756-831e-948873d23446
Resting~Stronghold~MOD	BlueprintCategory	BlueprintCategory	3376445c-081d-5179-b4a0-e26e7643969e
Resting~Town~MOD	BlueprintCategory	BlueprintCategory	9c43b777-95f9-5a90-bab3-d25897dac69c
Resting~TownInterior~MOD	BlueprintCategory	BlueprintCategory	4ea1bcc9-507a-52fa-9f7d-161b305dea04
Resting~WoodLand~MOD	BlueprintCategory	BlueprintCategory	eeb6cfa0-5b3d-54e2-99fe-ce5144da9526
Roads~Catacombs~MOD	BlueprintCategory	BlueprintCategory	25c5dbba-cea5-5b58-8043-768f4de568fa
Roads~ElvenPalace~MOD	BlueprintCategory	BlueprintCategory	15aa643c-cb9b-56ba-bdcc-57790e06a044
Roads~Jungle~MOD	BlueprintCategory	BlueprintCategory	e7c78a77-a311-563c-8ae2-aa35600111e1
Roads~LavaCaves~MOD	BlueprintCategory	BlueprintCategory	91bbc350-b6cd-50b8-8239-251a840a8059
Roads~Necropolis~MOD	BlueprintCategory	BlueprintCategory	cb7a3df7-4b90-50ce-a0be-a34ab0ae5605
Roads~Sewers~MOD	BlueprintCategory	BlueprintCategory	c344ea4a-baad-5bed-831e-9226cf7a2392
Roads~Stronghold~MOD	BlueprintCategory	BlueprintCategory	ca07ea64-d628-5a9a-9f3e-dd880e98a109
Roads~Town~MOD	BlueprintCategory	BlueprintCategory	d08a92dc-0ea5-5a06-afdf-3f833dea8370
Roads~TownInterior~MOD	BlueprintCategory	BlueprintCategory	69466d11-3308-5ecc-a9c4-098fa397b412
Roads~WoodLand~MOD	BlueprintCategory	BlueprintCategory	db9bbac5-08c9-554a-8fa7-f1dc20ad0f13
Structure~Catacombs~MOD	BlueprintCategory	BlueprintCategory	163ee8e5-ec35-5544-b897-ad078950a7bd
Structure~ElvenPalace~MOD	BlueprintCategory	BlueprintCategory	2e3f0f8b-b745-5970-b1bd-42f292a63655
Structure~Jungle~MOD	BlueprintCategory	BlueprintCategory	487ebe8c-904c-56f5-9273-cca44e05fd36
Structure~LavaCaves~MOD	BlueprintCategory	BlueprintCategory	6d93ed06-bdd0-5c21-a3c7-5a896b4b7405
Structure~Necropolis~MOD	BlueprintCategory	BlueprintCategory	54c139d9-85db-5145-92c5-72efb694abcb
Structure~Sewers~MOD	BlueprintCategory	BlueprintCategory	cd3b991f-1a25-5468-9ce4-a6eeb3173360
Structure~Stronghold~MOD	BlueprintCategory	BlueprintCategory	bda04576-8796-58af-9cc1-5833b339c2cf
Structure~Town~MOD	BlueprintCategory	BlueprintCategory	99663c23-c818-5073-ad0f-7d993e167c51
Structure~TownInterior~MOD	BlueprintCategory	BlueprintCategory	1cdc72e6-c37e-5372-87d5-c0fd930c4474
Structure~WoodLand~MOD	BlueprintCategory	BlueprintCategory	d16c09ae-b927-5878-a5e6-bcba67d88b2d
Traps~Catacombs~MOD	BlueprintCategory	BlueprintCategory	356c6b35-eb4e-50a7-a26a-7bf0bb9e2056
Traps~ElvenPalace~MOD	BlueprintCategory	BlueprintCategory	d1cd872a-e691-5698-9c89-2ec1be606e1a
Traps~Jungle~MOD	BlueprintCategory	BlueprintCategory	e2fca9c8-22d0-5066-bb40-12cfd65bc62d
Traps~LavaCaves~MOD	BlueprintCategory	BlueprintCategory	ae48a74f-5511-55f2-b1ce-5aeb87b2dbc5
Traps~Necropolis~MOD	BlueprintCategory	BlueprintCategory	97c7ed4a-0fe5-56f4-8937-e289e7f333d0
Traps~Sewers~MOD	BlueprintCategory	BlueprintCategory	9433ae27-080d-53a1-a6b3-9af05ecf450a
Traps~Stronghold~MOD	BlueprintCategory	BlueprintCategory	8c18ed0b-322a-5c5e-b42f-69600d188b10
Traps~Town~MOD	BlueprintCategory	BlueprintCategory	3bb25366-e510-5140-b641-e727824a67f5
Traps~TownInterior~MOD	BlueprintCategory	BlueprintCategory	23d7d0b8-6c2a-5452-af2d-2118e85b6e0c
Traps~WoodLand~MOD	BlueprintCategory	BlueprintCategory	b0da8bad-0ce2-5db0-adb6-32a37b6258b7
FlatRooms~Catacombs~MOD	BlueprintCategory	BlueprintCategory	bd847079-6403-5aa2-a638-a08f1c7fbf08
FlatRooms~ElvenPalace~MOD	BlueprintCategory	BlueprintCategory	38d69245-0025-5f5a-b023-f611d727589f
FlatRooms~Jungle~MOD	BlueprintCategory	BlueprintCategory	9ae816ad-8575-59d5-bb0a-962d6b21433e
FlatRooms~LavaCaves~MOD	BlueprintCategory	BlueprintCategory	f9d1405d-c65b-50ac-9d0a-ded10ead1192
FlatRooms~Necropolis~MOD	BlueprintCategory	BlueprintCategory	3054dfaf-96a4-57ab-90ce-a44cc862d946
FlatRooms~Sewers~MOD	BlueprintCategory	BlueprintCategory	35b5609f-4c79-54cf-8a07-7e772876dbb1
FlatRooms~Stronghold~MOD	BlueprintCategory	BlueprintCategory	447c7d19-4ae5-54bd-bbd8-7f0218a6d698
FlatRooms~Town~MOD	BlueprintCategory	BlueprintCategory	2e147a01-d09a-57a6-a123-884046d8eca8
FlatRooms~TownInterior~MOD	BlueprintCategory	BlueprintCategory	712dc796-81af-5aaa-875e-dfa69be903fd
FlatRooms~WoodLand~MOD	BlueprintCategory	BlueprintCategory	b1bfcffa-d706-5e0b-b066-758cda6f163c
ActivatorButton~Necropolis~MOD	GadgetBlueprint	GadgetBlueprint	7140887c-cbaf-5068-9e7d-ce7ddb62913c
ActivatorButton~Stronghold~MOD	GadgetBlueprint	GadgetBlueprint	b26edadf-c457-5c9d-8496-03cb4df8e14c
ActivatorButton~ElvenPalace~MOD	GadgetBlueprint	GadgetBlueprint	5b7f82b4-7073-5e66-8c24-aeb2a4823e4f
ActivatorButton~Sewers~MOD	GadgetBlueprint	GadgetBlueprint	17364cd5-c4c7-57a5-a48d-824b172da0d0
ActivatorButton~Catacombs~MOD	GadgetBlueprint	GadgetBlueprint	9210c8ce-8312-5e5f-a938-895e62cd8c8f
ActivatorButton~TownInterior~MOD	GadgetBlueprint	GadgetBlueprint	d4ea48ea-1bc5-5a2b-8646-ed207a70c4b0
ActivatorMechanism~LavaCaves~MOD	GadgetBlueprint	GadgetBlueprint	a02d57ea-fda5-57d9-bdc6-d36f6f004504
ActivatorPlate~Necropolis~MOD	GadgetBlueprint	GadgetBlueprint	6a813720-1e9d-5286-a44d-cb3509e2d7f2
ActivatorPlate~Stronghold~MOD	GadgetBlueprint	GadgetBlueprint	37b90483-050e-51ee-b3df-7060e9086b2c
